"assessid","stockid","country","region","area","method","method1","method2","species","comm_name","b0_true","msy_true","type","class","order","family","genus","taxa_level","linf_cm","vonb_k","winf_kg","tmax_yr","tmat_yr","m","lmat_cm","temp_c","habitat","depth_m_mid","migratory","depth_m_min","depth_m_max","comm_depth_m_min","comm_depth_m_max","troph","feeding","repro_mode","spawning","repro_guild1","repro_guild2","spawning_ground","lmax_cm","wmax_kg","lme_name","fao_area","long_dd","lat_dd","lat_dd_abs","area_sqkm","n","yr1","yr2","sst_c_avg","sst_c_trend","tb_max","tb_avg","tb_trend","tb_sd_trend","catch_avg","bbmsy_n","bbmsy_avg","ffmsy_n","ffmsy_avg","sst_c_avg2","sst_c_trend2","r_f","r_se_f","r_lo_f","r_hi_f","k_f","k_se_f","k_lo_f","k_hi_f","betaT_f","betaT_se_f","betaT_lo_f","betaT_hi_f","betaT_inf_f","sigmaP_f","sigmaP_se_f","sigmaP_lo_f","sigmaP_hi_f","r_r","r_se_r","r_lo_r","r_hi_r","k_r","k_se_r","k_lo_r","k_hi_r","betaT_r","betaT_se_r","betaT_lo_r","betaT_hi_r","betaT_inf_r","sigmaP_r","sigmaP_se_r","sigmaP_lo_r","sigmaP_hi_r"
"MARAM-DEEPCHAKESA-1917-2015-Rademeyer","DEEPCHAKESA","South Africa","South Africa","South Africa","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Merluccius paradoxus","Deep-water cape hake",1023000,118900,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","species",95.8697844829847,0.142764203254431,9.23330151461928,17.6695947403707,5.27175922650543,0.28714911869673,49.9428201327328,15.5148547549207,"bathydemersal",600,"non-migratory",200,1000,400,NA,3.91,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,"Benguela Current",47,19.26856335,-34.65545832,34.65545832,609628.8208,32,1983,2014,18.5764584525178,0.0134351943922705,633000,540406.25,-1868.21847507313,-0.00295137199853575,109396.875,32,0.9075,32,0.8640625,18.3558824135443,0.00594625449113,0.496692395766751,0.0637661682067733,0.386195207972028,0.638804757076072,1.38309106980124,0.106031743097035,1.19012894389022,1.60733920234814,-0.136287503490521,0.067728867643325,-0.269036084071438,-0.00353892290960378,"negative",0.0127035102624909,0.0016185338391653,0.00989626983595547,0.0163070708119623,0.494251581409748,0.0625701706241722,0.385644865511335,0.633444517411463,1.38352140265143,0.103718898412591,1.19446218940782,1.60250486668277,-0.128237716965571,0.0648911163731333,-0.255424305056912,-0.00105112887422973,"negative",0.0126532664611124,0.00160427236652197,0.00986913752616363,0.0162228109306881
"CSIRO-DEEPFLATHEADSE-1978-2007-FULTON","DEEPFLATHEADSE","Australia","Australia","Southeast Australia","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Platycephalus conatus","Deepwater flathead",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","species",48.2618377263797,0.26611480486902,0.831751775581466,10.5021077434305,3.10027636283591,0.449163102598181,25.5903474301896,17.0262153187718,"demersal",280,NA,70,490,NA,NA,4,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,NA,NA,NA,"South West Australian Shelf",57,133.2361001,-35.01854884,35.01854884,205937.0325,29,1978,2006,17.3115973065266,0.00742705586170446,16500,13197.9310344828,-263.719211822658,-0.0159829825347065,698.793103448276,29,2.03137931034483,0,NA,17.1812821192729,0.00686374881228657,0.137947317821289,NA,NA,NA,0.967697203046282,NA,NA,NA,-0.48815867513483,NA,NA,NA,NA,0.0126142604362549,0.00160369927394039,0.00983203215645607,0.0161837923047456,0.162529487240887,0.120002682788145,0.0382332314951263,0.690912935940373,1.00577253051096,0.076026273819503,0.867273993909949,1.16638846573722,-0.103615882619059,0.199690540659467,-0.495009342311614,0.287777577073496,"none",0.0125055567751864,0.00165166362871389,0.00965337222116459,0.0162004475404495
"NWFSC-DKROCKPCOAST-1928-2011-STACHURA","DKROCKPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Sebastes crameri","Darkblotched rockfish",2.92e+12,774,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.6597484824392,0.100697373152791,1.36577163942991,59.7838277620284,11.8145499315856,0.0764015510414607,30.8220572870649,7.51687363862548,"bathydemersal",312.5,NA,25,600,76,NA,NA,NA,"dioecism","one clear seasonal peak per year","bearers","internal live bearers","coastal",NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,36,1975,2010,14.220729922176,-0.0113437794228525,19900,12742.7777777778,-371.938223938224,-0.018690363011971,749.25,36,1.05897222222222,36,0.994305555555556,14.1883869682273,-9.83157451695712e-05,0.0561824505954051,0.0360846459407261,0.0159545373366089,0.197841384448196,1.72537713761528,0.715692317868068,0.76523750916789,3.89019909680403,-0.0410959288557241,0.0680603876869977,-0.17449428872224,0.0923024310107913,"none",0.00532985420529604,0.000637334582361126,0.00421626866747633,0.006737555903124,0.0413288294382532,0.0623553082158707,0.00214768300882589,0.795309240570845,2.21597005410799,3.24124425418815,0.126040377060755,38.9599221711024,-0.0436720261285562,0.0764596487735176,-0.193532937724651,0.106188885467538,"none",0.0053331479740694,0.000638751715408709,0.00421728798557966,0.00674425541024823
"AFSC-DSOLEGA-1978-2009-STACHURA","DSOLEGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Microstomus pacificus","Dover sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","species",45.7873448176358,0.13883966919477,1.8313993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,12.0497886641451,"demersal",690,NA,10,1370,NA,NA,3.34,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Gulf of Alaska",67,-150.744994,57.70467056,57.70467056,214506.2577,25,1984,2008,7.74082070006265,0.0115833196263955,157000,115000,-3626.92307692308,-0.0231014208721215,1929.12,25,3.6964,25,0.1426076,7.6262367125877,0.00141739574058784,0.00246181900847187,NA,NA,NA,0.6825882142693,NA,NA,NA,1.51037373266613,NA,NA,NA,NA,0.00671165585705757,0.000943508370777656,0.00509527494416102,0.00884080345756346,0.00575798111600878,0.0228563003008868,2.40638144759444e-06,13.7776770866717,0.559989609448823,1.00542184924777,0.0165912668304967,18.9008088348162,0.00286484810928321,0.227005827811502,-0.44206657440126,0.447796270619826,"none",0.00658356408172426,0.000931216597257171,0.00498953515320392,0.00868684450300704
"SWFSC-DSOLEPCOAST-1910-2011-STACHURA","DSOLEPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Microstomus pacificus","Dover sole",469866,34757,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","species",45.7873448176358,0.13883966919477,1.8313993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,12.0497886641451,"demersal",690,NA,10,1370,NA,NA,3.34,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,51,1960,2010,14.1999052164527,-0.003651420955539,840000,710352.941176471,-2890.13574660633,-0.00344063779357896,14200.5882352941,51,3.31313725490196,51,0.157435294117647,14.1883869682273,-9.83157451695712e-05,0.0518513214217776,0.0262932395645221,0.0191918516748359,0.140088594823276,1.12613200107126,0.169076893619468,0.839050265027298,1.51143898845619,0.0283268864359974,0.0542103813469511,-0.0779254610040267,0.134579233876022,"none",0.00271483211745993,0.000271637115131386,0.00223137726891167,0.00330303330085762,0.0502475616080056,0.0265558862943841,0.0178338809244635,0.141574201277015,1.13584305115358,0.182683606151011,0.828729107734747,1.55676858072519,0.0265948607769322,0.0531526139692478,-0.0775842626027935,0.130773984156658,"none",0.00271432084675353,0.000271423105712386,0.00223121941132248,0.00330202293048083
"AFSC-DUSROCKGA-1973-2010-STACHURA","DUSROCKGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes variabilis","Dusky rockfish",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",30.445375532191,0.184761945239512,0.474933756792507,38.0808829950896,7.88847270872995,0.13367267227604,23.0291507666555,11.6462412518778,"demersal",340.5,NA,6,675,100,300,NA,NA,"dioecism",NA,NA,NA,"coastal",NA,NA,"Gulf of Alaska",67,-154.5662283,56.54129814,56.54129814,164872.2105,32,1977,2008,7.31244601583052,0.00418873683414579,80300,54437.5,2034.53079178881,0.0253366225627498,1986.5,32,0.9613125,32,0.618703125,7.15065370732553,0.00229303174098967,0.0162056509669893,0.0879593289530442,3.88614783363442e-07,675.792930446163,0.935421573573471,0.386004230641665,0.416629789229374,2.10021833034347,0.149035813173845,1.61614056583511,-3.01859969586297,3.31667132221066,"none",0.00936160510877834,0.00119188955152699,0.00729417325383259,0.0120150217389827,0.0141165791782976,0.0317769401698029,0.000171241176899365,1.16372598755413,1.28197711671763,2.98380993486591,0.0133864935863793,122.770411622942,0.020489070177482,0.25184095167548,-0.473119195106459,0.514097335461423,"none",0.00922425749157748,0.00115414009672064,0.00721816875447035,0.01178788265628
"DFO-PAC-ESOLEHS-1944-2001-COLLIE","ESOLEHS","Canada","Canada West Coast","Hecate Strait","Statistical catch at age model","TSA","State-space catch at age time series analysis","Parophrys vetulus","English sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","species",38.0542866167395,0.259863786848491,0.346502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,11.6318569876046,"demersal",275,"oceanodromous",0,550,NA,NA,3.39,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,NA,NA,NA,"Gulf of Alaska",67,-133.4605424,53.09103114,53.09103114,146949.8291,57,1944,2000,9.39098510344189,0.00756675391089087,5510,3145.78947368421,23.8844957220638,0.00433475421453063,753.315789473684,0,NA,0,NA,9.4395488557457,0.00351891181064879,0.951228978358212,0.187117648907895,0.646905569369283,1.39871507081103,0.810314423437893,0.0647286749733261,0.692879230861841,0.947653552863402,0.0568969861134069,0.179824131573739,-0.295558311771121,0.409352283997935,"none",0.0940807718149299,0.00889392800389404,0.0781683661879052,0.113232398947881,0.977090997201657,0.175613325183601,0.686981567935107,1.38971241933337,0.807231294609495,0.0579075218118874,0.701350478810691,0.929096625273437,0.0316676938633455,0.138552943514255,-0.239896075424594,0.303231463151285,"none",0.0939475130192597,0.00884139223728608,0.078122712336204,0.11297783882004
"NWFSC-ESOLEPCOAST-1876-2007-BRANCH","ESOLEPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Parophrys vetulus","English sole",36012,4252,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","species",38.0542866167395,0.259863786848491,0.346502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,11.6318569876046,"demersal",275,"oceanodromous",0,550,NA,NA,3.39,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,NA,NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,69,1938,2006,14.2309929727822,0.000305517686276733,72800,37849.2753623188,114.899525027403,0.00157829017894784,3353.33333333333,69,2.25782608695652,69,0.451426086956522,14.1883869682273,-9.83157451695712e-05,0.197611213488007,0.0484383068805088,0.122225519313029,0.319492949718561,0.844690699995119,0.126222065048499,0.630231919963773,1.13212669186806,0.0803793801164608,0.0770418828826697,-0.0706227103335717,0.231381470566493,"none",0.0150198569565662,0.0012888050121503,0.0126947929524638,0.0177707587544331,0.197651337871693,0.0478888893971615,0.122930196570364,0.317790522201833,0.846782713268648,0.125850724240939,0.632793775123036,1.13313529885972,0.0716600583291897,0.0722255059483531,-0.0699019333295825,0.213222049987962,"none",0.0150143876085373,0.00128700532464828,0.0126923743468099,0.0177612028372026
"AFSC-FLSOLEBSAI-1974-2010-STACHURA","FLSOLEBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Hippoglossoides elassodon","Flathead sole",336027,83321,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","species",47.8037899745529,0.135550964986655,1.0576506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.8233155202801,"demersal",525,"oceanodromous",0,1050,NA,NA,3.46,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,"shelf",NA,NA,"East Bering Sea",67,-169.6963965,58.22043663,58.22043663,522367.8292,33,1977,2009,4.43059196093213,0.00237375086944829,987000,711969.696969697,20041.7780748664,0.0203057528620733,12916.0606060606,33,1.65684848484848,33,0.189160606060606,4.24598335378249,0.00322501646265945,0.205848437449697,0.0557715408808438,0.121038370877839,0.35008385269204,1.00380517148382,0.105645446544844,0.816701024831158,1.23377440662081,0.12941111537907,0.132698298217773,-0.130677549127765,0.389499779885904,"none",0.0119382708198453,0.00149522786683402,0.00933962342570989,0.0152599632417338,0.20901415922793,0.0535987963702416,0.126442422775324,0.345508396619271,0.999260014179022,0.103432086487231,0.815774528448369,1.2240153879728,0.0972141634641506,0.114203406924289,-0.126624514107457,0.321052841035758,"none",0.0119080061059577,0.00148385921732189,0.00932757374097534,0.0152023037670135
"AFSC-FLSOLEGA-1978-2010-STACHURA","FLSOLEGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Hippoglossoides elassodon","Flathead sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","species",47.8037899745529,0.135550964986655,1.0576506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.8233155202801,"demersal",525,"oceanodromous",0,1050,NA,NA,3.46,"hunting macrofauna (predator)","dioecism",NA,"nonguarders",NA,"shelf",NA,NA,"Gulf of Alaska",67,-153.6521244,57.16405451,57.16405451,255749.8769,26,1984,2009,7.27789920129073,0.00432668235021734,371000,301038.461538462,3546.32478632481,0.00955882691731755,1895.92307692308,26,2.27461538461538,26,0.0276634615384615,7.14542077585025,0.00237953039806756,0.0431970515394163,0.0281996685597225,0.0120161971938959,0.155289167744924,0.755776079680139,0.018236541880014,0.720864517145688,0.792378413739068,-4.09834170508857,0.946500539587272,-5.95348276267963,-2.24320064749752,"negative",0.0118765363755789,0.00174205060180015,0.00890908800508585,0.0158323855595465,0.151276246340816,0.0934614063123502,0.0450684075083649,0.507772605515734,0.91651994122042,0.0809043528074781,0.77090713222084,1.0896368285435,-0.0335214292949459,0.251743839177586,-0.526939354083014,0.459896495493123,"none",0.0278403418446183,0.00386260405285342,0.0212117070469923,0.036540417624479
"WGHMM-FMEG8c9a-1986-2010-NEUBAUER","FMEG8c9a","multinational","Europe (EU)","VIIIc-IXa","VPA","XSA","Extended Survivor Analysis","Lepidorhombus boscii","Fourspotted megrim",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","species",37.2584239102591,0.186755395600397,0.496362838958438,11.5499877925772,2.56256939611766,0.382137577781844,15.9191596134701,13.9631130681123,"demersal",403.5,NA,7,800,NA,NA,3.56,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Iberian Coastal",27,-8.524128667,40.8046046,40.8046046,255982.9232,24,1986,2009,16.5046538526399,0.0307700486805129,8980,5667.91666666667,-145.647826086962,-0.0162191343081249,1322.75,0,NA,0,NA,16.1636540782427,0.00860092953622596,0.221955315963233,0.049120473742636,0.143841574925855,0.34248903566116,2.75080790813424,1.21473598592315,1.15762843979301,6.5365914375833,-0.392047275241954,0.210470104751211,-0.804568680554327,0.0204741300704195,"none",0.0482490755653938,0.00723187079172149,0.035966922913714,0.0647253950108543,0.181728769114227,0.013386837509885,0.157296755754374,0.209955668604778,5.01556207303346,0.541358087137363,4.05922296302337,6.19721142139854,-0.201312030423532,0.160846856168524,-0.51657186851384,0.113947807666775,"none",0.0478651714135882,0.00705560899361269,0.0358546244219275,0.063898999679691
"CSIRO-GEMFISHSE-1966-2007-FULTON","GEMFISHSE","Australia","Australia","Southeast Australia","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Rexea solandri","common gemfish",NA,NA,"finfish","Actinopterygii","Perciformes","Gempylidae","Rexea","species",61.0293614329241,0.204413744652563,1.58722942917006,16.0786971568268,3.90246783369157,0.305093482545311,33.7446729797025,12.5958737451259,"benthopelagic",450,"oceanodromous",100,800,300,450,4.31,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"South West Australian Shelf",57,133.8431204,-35.30412159,35.30412159,2815653.628,39,1968,2006,18.0509587608251,0.0091469843547643,38700,15991.2820512821,-964.967611336054,-0.0249345636004148,2055.55641025641,39,0.931384615384615,0,NA,17.9374028305485,0.00796053977718928,0.0496464682308904,0.0858196988840815,0.00167671936030169,1.46999662922562,0.786559260913595,0.686140232279735,0.142294491638163,4.34785256833522,-0.09313517324276,3.60165872462904,-7.15238627351568,6.96611592703016,"none",0.0169352631476662,0.00195550441481024,0.013505243681652,0.021236428208278,0.0604452447843299,0.0555775941989081,0.00996995977102328,0.366463626829918,0.881637591659397,0.371074785821807,0.386383915883575,2.01169047435503,0.000448229386178362,0.231574207981331,-0.45343721825723,0.454333677029586,"none",0.0167134282880755,0.00189260231304342,0.0133867467683343,0.0208668087904229
"DFO-GHAL4RST-1970-2015-WATSON","GHAL4RST","Canada","Canada East Coast","Gulf of St. Lawrence","Survey index","SURBA","Survey based stock assessment method","Reinhardtius hippoglossoides","Greenland halibut",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius","species",128.06613354588,0.0723238643020503,24.9758537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,3.13967337022572,"benthopelagic",1100.5,"oceanodromous",1,2200,500,1000,4.09,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Labrador - Newfoundland",21,-62.25702191,48.69307039,48.69307039,235063.4959,37,1974,2010,5.71025279008272,0.0307575586061729,446000,160916.216216216,-11802.5367472738,-0.0264630868772955,3702.16216216216,0,NA,0,NA,5.55044736313096,0.00825473522834362,0.481299294537415,0.168872576102778,0.241963721959867,0.957370836610934,0.455393854167318,0.109580537975641,0.284158354133524,0.729816876388285,1.00682994059129,0.290616020183498,0.437222541031635,1.57643734015095,"positive",0.063419560309172,0.00752889274396509,0.0502539781486717,0.0800342734640801,0.54518847680665,0.193604065077157,0.271811308913876,1.09351769221984,0.454589575038751,0.1288167478051,0.260861880244541,0.792188117099323,0.482243846239794,0.175603147746072,0.138061676657492,0.826426015822095,"positive",0.0664087241167753,0.00830384841090565,0.0519741790260432,0.0848521077477366
"AFWG-GHALNEAR-1960-2010-NEUBAUER","GHALNEAR","multinational","Europe (non-EU)","North-East Arctic","VPA","XSA","Extended Survivor Analysis","Reinhardtius hippoglossoides","Greenland halibut",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius","species",128.06613354588,0.0723238643020503,24.9758537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,3.13967337022572,"benthopelagic",1100.5,"oceanodromous",1,2200,500,1000,4.09,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Barents Sea",27,24.8371196,78.52684116,78.52684116,NA,46,1964,2009,1.02390067655236,0.00975732140390472,312000,128660.869565217,-2086.68516805427,-0.00668809348735343,24322.6086956522,0,NA,0,NA,0.983950628502312,0.00406730989491907,0.169624988431921,0.0292776827449602,0.120939366347189,0.237909603544059,2.92520737327714,1.27819239999136,1.2422545802131,6.88815184340645,-0.845542248468863,0.395603586531623,-1.62092527807084,-0.0701592188668815,"negative",0.0386650965836711,0.00410209676321321,0.0314058751464449,0.0476022300557941,0.151290891737747,0.035212639928549,0.0958724345879573,0.238743639098927,4.57947422581979,4.03312328357602,0.814990038216169,25.7323196622745,-0.217508770421668,0.209669904805465,-0.628461783840378,0.193444242997043,"none",0.0392696538391359,0.00415716171574225,0.0319113789280744,0.0483246341726986
"SWFSC-GOPHERSPCOAST-1965-2005-STANTON","GOPHERSPCOAST","USA","US West Coast","Southern Pacific Coast","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Sebastes carnatus","Gopher rockfish",1995,101,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",38.0088829763065,0.128353478619067,0.930755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853,"demersal",NA,NA,NA,55,15,55,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers",NA,NA,NA,"California Current",77,-124.7317904,39.1651994,39.1651994,163996.2477,25,1980,2004,13.0251989289334,-0.0118703213233543,3000,2390.8,67.3846153846154,0.0224615384615385,103.996,25,2.3668,0,NA,12.9728845437678,-0.001860412856713,0.201509026325571,0.0687070398683868,0.103290715830992,0.393122337898407,1.14028876988389,0.141140926018288,0.894652095397513,1.45336772295335,-0.292044981446296,0.506558977121657,-1.28490057660474,0.700810613712152,"none",0.0479234591817056,0.00693546090029272,0.0360877994256484,0.063640841960242,0.195594222579512,0.066229127102021,0.100723281308846,0.37982380448048,1.17673706940992,0.152080503041821,0.913416486762842,1.51596796268796,-0.0633747623201139,0.203829591459781,-0.462880761581284,0.336131236941056,"none",0.0473450875957781,0.00671633758340803,0.0358527036708125,0.0625212910031312
"PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","GRNSTROCKPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Sebastes elongatus","Greenstriped rockfish",NA,803,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",32.9171133278648,0.13150221189771,0.671163757803161,42.9547419250014,8.55315245064236,0.108222760472901,22.6834097534328,13.0738462400601,"demersal",225,NA,25,425,91,366,NA,NA,"dioecism",NA,"bearers","internal live bearers",NA,NA,NA,"California Current",77,-119.4567138,33.07203253,33.07203253,91849.8245,40,1969,2008,15.9657842514692,0.00364653258267071,31300,26677.5,-189.727954971859,-0.00606159600549069,563.2125,40,2.6115,40,0.31693425,15.9145494904974,0.00230926699678915,0.0984719231830126,0.0172054534197196,0.0699171888827108,0.138688637376823,1.05041828461608,0.0381145806680266,0.978308288958674,1.12784342636026,-0.163250819078088,0.0962395457474141,-0.351880328743019,0.0253786905868437,"none",0.00601920294216887,0.000681621101185593,0.00482110094024685,0.00751504780921664,0.0988108952003925,0.0183242376190182,0.0686987285674326,0.142121888045123,1.05870923736874,0.0433874507171628,0.976995535146534,1.147257289279,-0.137722286673682,0.0865251503036902,-0.307311581268915,0.0318670079215511,"none",0.00602738431115758,0.000681047112743911,0.00483000992827886,0.00752159150267715
"DFO-HAD4X5Y-1970-2014-WATSON","HAD4X5Y","Canada","Canada East Coast","Western Scotian Shelf, Bay of Fundy and Gulf of Maine","VPA","VPA","Virtual Population Analysis","Melanogrammus aeglefinus","Haddock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,"oceanodromous",10,450,10,200,3.56,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Northeast U.S. Continental Shelf",21,-66.07761163,42.50428266,42.50428266,214213.7395,44,1970,2013,11.6560479449232,0.0191605183055822,232000,55193.1818181818,-475.243128964064,-0.00204846176277614,12271.3636363636,0,NA,0,NA,11.4109400729228,0.00636004774194365,0.831472542039662,0.18695283314465,0.535125424585897,1.29193373441542,0.334394141088154,0.0673601256288267,0.225314974374934,0.496280559711099,0.414552525724004,0.455790742789081,-0.478797330142594,1.3079023815906,"none",0.148763260342159,0.016103490056414,0.120323979780255,0.183924332190853,0.787739469091144,0.18127320949534,0.501766909652218,1.23669667972744,0.347948679222408,0.0710742310060364,0.233152515512092,0.51926646858905,0.0670034410179017,0.224707748453286,-0.373423745950538,0.507430627986341,"none",0.148914848640691,0.0159349278371987,0.120740182070827,0.183664060839925
"NWWG-HADFAPL-1955-2012-CHING","HADFAPL","multinational","Europe (non-EU)","Faroe Plateau","VPA","XSA","Extended Survivor Analysis","Melanogrammus aeglefinus","Haddock",NA,35000,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,"oceanodromous",10,450,10,200,3.56,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Faroe Plateau",27,-9.663799238,61.60734771,61.60734771,169727.8469,54,1957,2010,9.2586357317589,0.00721164542897977,153000,87088.8888888889,-377.175528873644,-0.00246519953512186,16469.8148148148,0,NA,54,1.42622222222222,9.27031314679625,0.00152807646222429,0.428741811176211,0.154730058031223,0.211347559754129,0.869750002623661,0.943342959417892,0.168471525856365,0.664738479918801,1.33871584986627,-0.44517656545772,0.466938024522447,-1.36037509352171,0.470021962606275,"none",0.0937034218770408,0.00910572560277749,0.0774528766952642,0.113363526909563,0.436820946174603,0.15877523806002,0.21424164255348,0.890641691982191,0.960579118743232,0.175834446937325,0.670992161447602,1.37514608423273,-0.092467130005379,0.21031439693109,-0.504683347990316,0.319749087979558,"none",0.0934463234169694,0.00901167745683312,0.0773523368954462,0.112888837113633
"NWWG-HADICE-1977-2012-CHING","HADICE","multinational","Europe (non-EU)","Iceland Grounds","VPA","ADAPT","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.","Melanogrammus aeglefinus","Haddock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,"oceanodromous",10,450,10,200,3.56,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Iceland Shelf and Sea",27,-19.26086956,65.1086957,65.1086957,375145.124,33,1979,2011,5.94926849869943,0.0393430547618833,299000,157742.424242424,2260.26069518725,0.007559400318352,61142.4242424242,0,NA,0,NA,5.88240072941033,0.00267738292649572,0.517692492554384,0.153362109659402,0.289671542525579,0.925204852746297,1.44447412883688,0.450175470747801,0.784196540178329,2.66069206120774,-0.0766878282864526,0.166724209316639,-0.403467278547065,0.25009162197416,"none",0.0660383493772761,0.00824984763535439,0.0516961040320398,0.0843596180047208,0.509864427903811,0.150237808507555,0.286175946207851,0.908398271365787,1.46730599863413,0.461733753976417,0.791878525633478,2.71883480096318,-0.0557713371092383,0.134519355933237,-0.319429274738383,0.207886600519906,"none",0.0657977744524649,0.00816198104940276,0.0515965573211141,0.0839076742262764
